id,graph_id,label
326,35,-1182.5328|15.617512|0.21658373|-10.061|3.555|8.204377|9.38484|-3.32335|-6.4665|0.0669|-8.7331|1.0365|7.691157|8.15133
327,35,
328,35,
329,35,
330,35,
331,35,
332,35,
333,35,
334,35,
335,35,
336,35,
337,35,
338,35,
339,36,-1030.8448|12.413156|0.30450365|-10.548|3.613|8.702776|9.89821|-3.36146|-6.8709|0.1585|-9.0768|1.0813|6.954118|7.27193
340,36,
341,36,
342,36,
343,36,
344,36,
345,36,
346,36,
347,36,
348,36,
349,36,
350,37,-1176.5881|15.260779|0.43820405|-9.705|3.655|7.7751|8.98601|-3.49657|-6.2421|0.0232|-8.3754|1.0056|7.758274|7.99671
351,37,
352,37,
353,37,
354,37,
355,37,
356,37,
357,37,
358,37,
359,37,
360,37,
361,37,
362,37,
363,38,-1043.0183|11.647492|0.40087476|-10.458|3.707|8.617238|9.86959|-3.56839|-6.9994|0.0596|-9.3536|1.0347|6.931136|7.33912
364,38,
365,38,
366,38,
367,38,
368,38,
369,38,
370,38,
371,38,
372,38,
373,38,
374,39,-1041.6371|6.754063|0.43168503|-9.631|1.355|6.754063|9.15167|-0.82588|-6.9991|-0.1652|-9.3755|1.1714|7.532805|7.66796
375,39,
376,39,
377,39,
378,39,
379,39,
380,39,
381,39,
382,39,
383,39,
384,39,
385,40,-885.0636|10.901271|0.49012235|-9.82|2.348|4.4013295|9.51129|-1.96204|-7.2431|-0.2174|-9.6751|0.9297|6.981404|7.26011
386,40,
387,40,
388,40,
389,40,
390,40,
391,40,
392,40,
393,40,
394,41,-968.553|15.746867|0.3926928|-11.476|3.191|9.388741|10.90196|-3.00546|-7.2138|0.0794|-9.5912|1.0372|6.058154|6.47572
395,41,
396,41,
397,41,
398,41,
399,41,
400,41,
401,41,
402,41,
403,41,
404,42,-971.4451|11.387854|0.34977013|-12.022|2.969|9.252369|11.13785|-2.73724|-7.8293|0.1328|-10.0971|1.0473|6.163483|6.69993
405,42,
406,42,
407,42,
408,42,
409,42,
410,42,
411,42,
412,42,
413,42,
414,43,-1121.23|14.934014|0.14205162|-12.169|3.103|9.95248|11.64668|-2.88212|-7.8462|-0.0129|-10.2704|1.0147|6.864247|7.42834
415,43,
416,43,
417,43,
418,43,
419,43,
420,43,
421,43,
422,43,
423,43,
424,43,
425,43,
426,44,-847.318|5.764568|0.5799901|-10.756|-0.988|3.3931496|9.84059|1.46575|-7.6508|-2.0701|-9.8341|-0.0871|6.510548|6.29995
427,44,
428,44,
429,44,
430,44,
431,44,
432,44,
433,44,
434,45,-1124.3376|15.290846|0.21215175|-12.16|3.064|9.859528|11.5503|-2.82129|-7.8663|-0.0604|-10.2056|0.962|6.871774|7.35027
435,45,
436,45,
437,45,
438,45,
439,45,
440,45,
441,45,
442,45,
443,45,
444,45,
445,45,
446,46,-997.5011|16.039932|0.24773262|-10.679|0.236|3.7422075|9.73431|0.41796|-7.2766|-0.5916|-9.4485|1.3817|6.35476|6.74966
447,46,
448,46,
449,46,
450,46,
451,46,
452,46,
453,46,
454,46,
455,46,
456,47,-990.11884|13.355078|0.2472424|-10.988|-0.01|3.6862278|10.12206|0.58889|-7.449|-0.9213|-9.7532|1.145|6.376357|6.77144
457,47,
458,47,
459,47,
460,47,
461,47,
462,47,
463,47,
464,47,
465,47,
466,48,-1112.4731|15.8032055|0.18657182|-11.634|3.399|9.422936|10.96116|-3.18422|-7.4133|0.0984|-9.7535|1.0587|7.003955|7.55628
467,48,
468,48,
469,48,
470,48,
471,48,
472,48,
473,48,
474,48,
475,48,
476,48,
477,48,
478,49,-969.84735|6.413424|0.39277273|-9.42|1.254|6.413424|9.00595|-0.79841|-6.5784|0.0821|-8.8279|0.9931|7.065553|7.13995
479,49,
480,49,
481,49,
482,49,
483,49,
484,49,
485,49,
486,49,
487,49,
488,50,-974.1016|11.509571|0.2190365|-11.502|3.394|9.263316|11.19957|-3.10134|-7.5922|0.0459|-9.9525|1.0611|6.210776|6.69822
489,50,
490,50,
491,50,
492,50,
493,50,
494,50,
495,50,
496,50,
497,50,
498,51,-683.05804|15.8412075|1.2908429|-11.093|-0.956|3.4921896|10.18545|1.44767|-8.2639|-2.3876|-10.472|-0.253|5.906678|5.91305
499,51,
500,51,
501,51,
502,51,
503,51,
504,52,-974.54517|6.780298|0.43122602|-9.762|1.259|6.780298|9.27469|-0.74467|-7.5577|-0.3199|-9.9339|1.2112|6.847734|7.04071
505,52,
506,52,
507,52,
508,52,
509,52,
510,52,
511,52,
512,52,
513,52,
514,53,-815.6054|14.862152|0.8898229|-9.953|2.261|4.4142118|9.87551|-1.87869|-7.7067|-0.3903|-10.2536|0.9398|6.312589|6.65717
515,53,
516,53,
517,53,
518,53,
519,53,
520,53,
521,53,
522,54,-836.6786|13.40301|0.32149023|-10.67|0.459|5.4998827|10.24125|0.08473|-7.4287|-0.1276|-9.7038|1.8301|6.327468|6.35349
523,54,
524,54,
525,54,
526,54,
527,54,
528,54,
529,54,
530,54,
531,55,-890.03174|16.915745|0.21778592|-10.875|0.5|4.3523674|9.79962|0.0708|-7.4004|-0.2959|-9.5418|0.7323|5.91858|6.10972
532,55,
533,55,
534,55,
535,55,
536,55,
537,55,
538,55,
539,55,
540,56,-878.2344|16.35069|0.29446515|-10.739|0.351|4.3541403|10.0207|0.16892|-7.5353|-0.1388|-9.7205|0.8077|6.028808|6.18414
541,56,
542,56,
543,56,
544,56,
545,56,
546,56,
547,56,
548,56,
549,57,-822.0291|6.617951|0.31593752|-10.874|0.307|5.3380313|10.49639|0.16954|-7.4178|-0.5344|-9.5867|1.4828|6.432679|6.33672
550,57,
551,57,
552,57,
553,57,
554,57,
555,57,
556,57,
557,57,
558,58,-993.02814|15.107545|0.18191266|-10.818|3.236|8.723109|10.21538|-2.99851|-7.1545|-0.0633|-9.5873|0.9783|6.429806|6.80285
559,58,
560,58,
561,58,
562,58,
563,58,
564,58,
565,58,
566,58,
567,58,
568,58,
569,59,-1487.1941|11.571303|0.16041084|-12.307|3.334|10.508371|12.16509|-3.07748|-8.7081|0.048|-11.4004|0.9975|8.948622|9.61933
570,59,
571,59,
572,59,
573,59,
574,59,
575,59,
576,59,
577,59,
578,59,
579,59,
580,59,
581,59,
582,59,
583,59,
584,60,-1469.789|11.108141|0.25049955|-11.039|3.297|9.1022215|10.68272|-3.06262|-7.5929|0.1704|-9.8906|1.0364|9.254424|10.28515
585,60,
586,60,
587,60,
588,60,
589,60,
590,60,
591,60,
592,60,
593,60,
594,60,
595,60,
596,60,
597,60,
598,60,
599,61,-1469.8795|10.611032|0.12876512|-11.92|3.142|10.179152|11.68367|-2.91053|-8.3138|0.1329|-10.6407|1.0486|9.164708|9.97715
600,61,
601,61,
602,61,
603,61,
604,61,
605,61,
606,61,
607,61,
608,61,
609,61,
610,61,
611,61,
612,61,
613,61,
614,62,-1470.0648|10.857244|0.20823008|-10.957|3.092|8.8600645|10.61366|-2.77087|-7.586|0.0815|-9.8767|0.9922|9.23496|10.05604
615,62,
616,62,
617,62,
618,62,
619,62,
620,62,
621,62,
622,62,
623,62,
624,62,
625,62,
626,62,
627,62,
628,62,
629,63,-1468.2113|11.26584|0.2960404|-11.41|3.241|9.430437|11.06505|-2.9343|-7.8642|0.1719|-10.1525|1.0632|9.196489|10.18049
630,63,
631,63,
632,63,
633,63,
634,63,
635,63,
636,63,
637,63,
638,63,
639,63,
640,63,
641,63,
642,63,
643,63,
644,64,-1614.9651|11.238439|0.25572458|-12.466|3.163|10.561698|12.30773|-2.93955|-8.8954|0.1059|-11.2256|1.0286|9.898907|11.09542
645,64,
646,64,
647,64,
648,64,
649,64,
650,64,
651,64,
652,64,
653,64,
654,64,
655,64,
656,64,
657,64,
658,64,
659,64,
660,64,
661,65,-1616.5503|10.827537|0.1392761|-12.788|2.945|10.827227|12.51832|-2.63665|-8.9745|-0.0391|-11.3595|0.9132|9.821653|10.57961
662,65,
663,65,
664,65,
665,65,
666,65,
667,65,
668,65,
669,65,
670,65,
671,65,
672,65,
673,65,
674,65,
675,65,
676,65,
677,65,
678,66,-1614.9232|11.13491|0.1632142|-12.471|3.096|10.560161|12.23372|-2.81959|-8.7703|0.0682|-11.2368|0.9936|9.805338|10.7457
679,66,
680,66,
681,66,
682,66,
683,66,
684,66,
685,66,
686,66,
687,66,
688,66,
689,66,
690,66,
691,66,
692,66,
693,66,
694,66,
695,67,-1208.5522|7.2098975|0.6059179|-8.281|0.633|4.6529465|7.84098|-0.12573|-6.3247|-0.6252|-8.3884|1.0582|8.674485|8.51215
696,67,
697,67,
698,67,
699,67,
700,67,
701,67,
702,67,
703,67,
704,67,
705,67,
706,68,-1346.3767|6.128727|0.31145775|-8.947|1.457|6.128727|8.4878|-0.84934|-6.8118|0.091|-9.1331|1.0051|8.810603|9.08273
707,68,
708,68,
709,68,
710,68,
711,68,
712,68,
713,68,
714,68,
715,68,
716,68,
717,68,
718,68,
719,69,-1323.1598|6.494399|0.4135795|-9.33|1.345|6.494399|8.83718|-0.77636|-7.0911|0.0527|-9.3288|1.4622|9.134886|9.63517
720,69,
721,69,
722,69,
723,69,
724,69,
725,69,
726,69,
727,69,
728,69,
729,69,
730,69,
731,69,
732,70,-1167.8287|12.485477|0.53040457|-9.435|2.29|4.3084764|9.07184|-1.88751|-7.1589|0.0639|-9.4205|1.0752|8.827253|9.46624
733,70,
734,70,
735,70,
736,70,
737,70,
738,70,
739,70,
740,70,
741,70,
742,70,
743,71,-1324.7668|6.2817135|0.7558372|-9.269|0.946|6.2817135|8.87421|-0.61513|-7.3645|-0.3347|-9.5517|1.3669|9.921614|10.19004
744,71,
745,71,
746,71,
747,71,
748,71,
749,71,
750,71,
751,71,
752,71,
753,71,
754,71,
755,71,
756,72,-1167.849|10.753169|0.75785464|-9.471|1.128|4.3604264|9.07458|-0.59234|-7.5942|-0.1563|-9.8927|1.5112|9.253174|9.79238
757,72,
758,72,
759,72,
760,72,
761,72,
762,72,
763,72,
764,72,
765,72,
766,72,
767,73,-1008.9649|10.787167|1.4204223|-9.702|1.821|4.3566074|9.43972|-1.58559|-7.7579|-0.0573|-10.1858|0.9874|8.602597|9.39841
768,73,
769,73,
770,73,
771,73,
772,73,
773,73,
774,73,
775,73,
776,74,-1474.322|6.0211444|0.37206745|-8.696|1.502|6.0211444|8.15888|-0.84809|-6.5764|0.0248|-8.8189|0.925|9.881249|10.48561
777,74,
778,74,
779,74,
780,74,
781,74,
782,74,
783,74,
784,74,
785,74,
786,74,
787,74,
788,74,
789,74,
790,74,
791,75,-1332.9193|5.0823846|0.8044027|-8.317|0.345|5.0823846|7.87155|0.19476|-6.4392|-0.75|-8.5382|0.8297|10.813755|10.49651
792,75,
793,75,
794,75,
795,75,
796,75,
797,75,
798,75,
799,75,
800,75,
801,75,
802,75,
803,75,
804,76,-1174.5116|11.456753|0.5354599|-8.565|0.556|4.091637|8.18529|-0.01599|-6.7856|-0.8466|-8.8826|0.8367|10.000654|10.09364
805,76,
806,76,
807,76,
808,76,
809,76,
810,76,
811,76,
812,76,
813,76,
814,76,
815,77,-1332.0941|5.264421|0.752098|-8.586|0.296|5.264421|8.04881|0.19423|-6.6904|-0.9392|-8.782|0.6462|10.234417|9.92077
816,77,
817,77,
818,77,
819,77,
820,77,
821,77,
822,77,
823,77,
824,77,
825,77,
826,77,
827,77,
828,78,-1173.4929|6.055402|0.44799405|-8.784|0.571|4.065786|8.30896|-0.05737|-6.971|-0.9358|-9.1186|0.7258|9.584758|9.68708
829,78,
830,78,
831,78,
832,78,
833,78,
834,78,
835,78,
836,78,
837,78,
838,78,
839,79,-1470.4617|6.6519976|0.4478402|-9.443|1.4|6.6519976|8.89917|-0.83436|-7.3591|0.1122|-9.6223|0.9952|9.854721|10.42462
840,79,
841,79,
842,79,
843,79,
844,79,
845,79,
846,79,
847,79,
848,79,
849,79,
850,79,
851,79,
852,79,
853,79,
854,80,-1314.4752|10.603444|0.5504424|-9.756|2.395|4.3472342|9.3979|-1.96927|-7.6205|-0.0141|-9.9667|0.9672|9.290778|10.041
855,80,
856,80,
857,80,
858,80,
859,80,
860,80,
861,80,
862,80,
863,80,
864,80,
865,80,
866,80,
867,81,-1177.5754|5.9606395|0.48035097|-8.527|0.599|3.8418427|8.12037|-0.07284|-6.6996|-0.823|-8.8193|0.8543|10.175359|10.5207
868,81,
869,81,
870,81,
871,81,
872,81,
873,81,
874,81,
875,81,
876,81,
877,81,
878,82,-1022.88855|7.9584756|1.8102548|-8.745|1.005|3.2210324|8.38766|-0.61851|-7.117|-0.6293|-9.3269|1.0953|10.059005|10.23511
879,82,
880,82,
881,82,
882,82,
883,82,
884,82,
885,82,
886,82,
887,83,-1473.0604|6.305506|0.4106027|-9.002|1.476|6.305506|8.50135|-0.86419|-6.9|0.1233|-9.1563|1.0914|10.010429|10.7826
888,83,
889,83,
890,83,
891,83,
892,83,
893,83,
894,83,
895,83,
896,83,
897,83,
898,83,
899,83,
900,83,
901,83,
902,84,-1472.8146|6.4032693|0.40951362|-9.135|1.466|6.4032693|8.53188|-0.85154|-7.0189|-0.0221|-9.2614|1.0162|9.778922|10.3243
903,84,
904,84,
905,84,
906,84,
907,84,
908,84,
909,84,
910,84,
911,84,
912,84,
913,84,
914,84,
915,84,
916,84,
917,85,-1320.6385|10.168674|0.7371474|-9.199|2.524|4.145633|8.81362|-2.07604|-7.059|0.0039|-9.4516|0.9016|9.587728|10.83808
918,85,
919,85,
920,85,
921,85,
922,85,
923,85,
924,85,
925,85,
926,85,
927,85,
928,85,
929,85,
930,86,-1470.0328|6.680415|0.45124996|-9.506|1.377|6.680415|8.98258|-0.82208|-7.3248|0.1098|-9.6309|1.1193|9.895329|10.62746
931,86,
932,86,
933,86,
934,86,
935,86,
936,86,
937,86,
938,86,
939,86,
940,86,
941,86,
942,86,
943,86,
944,86,
945,87,-1314.4033|10.632531|0.8356604|-9.832|2.354|4.368436|9.45752|-1.97866|-7.6178|0.0147|-10.0875|0.9604|9.351001|10.27796
946,87,
947,87,
948,87,
949,87,
950,87,
951,87,
952,87,
953,87,
954,87,
955,87,
956,87,
957,87,
958,88,-1355.6882|11.684924|0.14806788|-10.093|3.369|8.31367|9.38951|-3.1213|-6.4961|0.0136|-8.6933|0.9967|8.574839|9.04151
959,88,
960,88,
961,88,
962,88,
963,88,
964,88,
965,88,
966,88,
967,88,
968,88,
969,88,
970,88,
971,88,
972,89,-1103.5851|12.4732895|0.45678434|-8.048|1.049|4.8686576|7.6115|-0.52278|-6.1332|-0.0412|-8.1459|0.8714|8.150772|7.88735
973,89,
974,89,
975,89,
976,89,
977,89,
978,89,
979,89,
980,89,
981,89,
982,90,-1212.9823|6.0598035|0.26625106|-8.961|1.398|6.0598035|8.5741|-0.80932|-6.5109|0.0096|-8.7996|0.966|8.327503|8.44293
983,90,
984,90,
985,90,
986,90,
987,90,
988,90,
989,90,
990,90,
991,90,
992,90,
993,90,
994,91,-1341.4305|11.693046|0.18301956|-9.963|3.276|8.118938|9.52179|-2.96621|-6.4801|0.0534|-8.6924|0.9909|8.822164|9.57463
995,91,
996,91,
997,91,
998,91,
999,91,
1000,91,
1001,91,
1002,91,
1003,91,
1004,91,
1005,91,
1006,91,
1007,91,
1008,92,-1339.8518|14.658629|0.13252875|-10.235|3.276|8.415935|9.55094|-3.01986|-6.6064|0.0351|-8.8128|0.9948|8.73492|9.37777
1009,92,
1010,92,
1011,92,
1012,92,
1013,92,
1014,92,
1015,92,
1016,92,
1017,92,
1018,92,
1019,92,
1020,92,
1021,92,
1022,93,-1340.4551|11.473404|0.24089342|-10.762|2.974|8.551798|10.1654|-2.67086|-7.0672|-0.0145|-9.2508|0.9329|8.689205|9.37879
1023,93,
1024,93,
1025,93,
1026,93,
1027,93,
1028,93,
1029,93,
1030,93,
1031,93,
1032,93,
1033,93,
1034,93,
1035,93,
1036,94,-1333.1592|11.773785|0.22577572|-10.43|3.317|8.502167|9.76905|-3.00879|-6.789|0.1404|-8.8672|1.0447|8.889541|9.60034
1037,94,
1038,94,
1039,94,
1040,94,
1041,94,
1042,94,
1043,94,
1044,94,
1045,94,
1046,94,
1047,94,
1048,94,
1049,94,
1050,95,-1337.2694|14.607262|0.20062332|-10.207|3.236|8.379408|9.54402|-2.96541|-6.5219|0.0134|-8.787|0.9703|8.624575|9.21467
1051,95,
1052,95,
1053,95,
1054,95,
1055,95,
1056,95,
1057,95,
1058,95,
1059,95,
1060,95,
1061,95,
1062,95,
1063,95,
1064,96,-1340.7898|11.704476|0.24792983|-10.745|3.122|8.6082115|10.16291|-2.88808|-7.0317|0.0582|-9.199|0.9718|8.758884|9.62444
1065,96,
1066,96,
1067,96,
1068,96,
1069,96,
1070,96,
1071,96,
1072,96,
1073,96,
1074,96,
1075,96,
1076,96,
1077,96,
1078,97,-1342.6154|12.763813|0.31882396|-10.002|3.252|7.9926085|9.55559|-2.94147|-6.5601|-0.0254|-8.7738|0.9469|8.811567|9.42079
1079,97,
1080,97,
1081,97,
1082,97,
1083,97,
1084,97,
1085,97,
1086,97,
1087,97,
1088,97,
1089,97,
1090,97,
1091,97,
1092,98,-1337.5615|11.592518|0.17386007|-10.983|3.152|8.877236|10.31616|-2.85327|-7.2125|0.0428|-9.4293|0.9867|8.696294|9.50792
1093,98,
1094,98,
1095,98,
1096,98,
1097,98,
1098,98,
1099,98,
1100,98,
1101,98,
1102,98,
1103,98,
1104,98,
1105,98,
1106,99,-1193.0728|6.520672|0.50663936|-9.42|1.215|6.520672|8.93875|-0.65822|-7.0458|-0.0178|-9.1694|1.4697|8.906787|9.22413
1107,99,
1108,99,
1109,99,
1110,99,
1111,99,
1112,99,
1113,99,
1114,99,
1115,99,
1116,99,
1117,99,
1118,100,-1033.8625|10.655443|0.45203012|-9.719|2.163|4.3624473|9.35753|-1.76811|-7.3669|-0.2063|-9.5861|0.9398|8.307427|8.80998
1119,100,
1120,100,
1121,100,
1122,100,
1123,100,
1124,100,
1125,100,
1126,100,
1127,100,
1128,101,-1487.2172|11.594811|0.16383672|-10.628|3.213|8.764979|9.99678|-2.97584|-6.9109|0.0152|-9.2762|0.9902|9.454738|10.41838
1129,101,
1130,101,
1131,101,
1132,101,
1133,101,
1134,101,
1135,101,
1136,101,
1137,101,
1138,101,
1139,101,
1140,101,
1141,101,
1142,101,
1143,101,
1144,102,-1078.718|6.671451|0.46307576|-10.096|0.672|5.3660026|9.59028|-0.20947|-8.2723|-0.6323|-10.5432|1.1762|8.082349|8.63371
1145,102,
1146,102,
1147,102,
1148,102,
1149,102,
1150,102,
1151,102,
1152,102,
1153,102,
1154,103,-918.55896|11.185744|0.6255731|-10.431|1.092|4.4078264|10.05195|-0.80972|-8.5088|-0.3905|-10.9957|0.8608|7.488191|8.24993
1155,103,
1156,103,
1157,103,
1158,103,
1159,103,
1160,103,
1161,103,
1162,104,-1345.4734|6.3540964|0.39542475|-9.102|1.438|6.3540964|8.61292|-0.83439|-6.9197|-0.0349|-9.2246|1.0794|9.581434|10.11936
1163,104,
1164,104,
1165,104,
1166,104,
1167,104,
1168,104,
1169,104,
1170,104,
1171,104,
1172,104,
1173,104,
1174,104,
1175,104,
1176,105,-1084.4498|6.4923906|0.31128755|-9.742|-0.158|5.023454|9.28451|0.64443|-7.9194|-1.4965|-10.0688|0.307|8.595792|8.85751
1177,105,
1178,105,
1179,105,
1180,105,
1181,105,
1182,105,
1183,105,
1184,105,
1185,105,
